layer	condition	metric	mean	ci_low	ci_high	n
23	dependency_swap:alpha=1:window=1	control_logp	-0.6650551456820082	-0.704769680728377	-0.6256017698664909	108
23	dependency_swap:alpha=1:window=1	correct_logp	-0.6233305743447056	-0.6600350806593067	-0.586861094194292	108
23	dependency_swap:alpha=1:window=1	necessity_change	3.465651362030594e-05	-0.0007689401748831626	0.0008388773986586817	108
23	dependency_swap:alpha=1:window=1	necessity_logp	-0.6232959178310854	-0.6585187253369778	-0.5866466859907464	108
23	dependency_swap:alpha=1:window=1	paired_logp_gap	0.04172457133730253	0.03081195187858409	0.05343244031968491	108
23	dependency_swap:alpha=1:window=1	random_gain	9.96777304896602e-06	-0.0006561092859892933	0.0006936214898747417	108
23	dependency_swap:alpha=1:window=1	rescue_gain	0.00040393626248395	-0.0004351040486384321	0.0012207190851094545	108
23	dependency_swap:alpha=1:window=1	rescue_logp	-0.6646512094195243	-0.7035866898863956	-0.6259900679018486	108
23	dependency_swap:alpha=1:window=1	residual_norm	10.682162391918677	9.170451077101408	12.503386101485402	108
23	dependency_swap:alpha=1:window=128	control_logp	-0.6650551456820082	-0.703105190930957	-0.6245198580919317	108
23	dependency_swap:alpha=1:window=128	correct_logp	-0.6233305743447056	-0.6603902493362074	-0.5866375205382981	108
23	dependency_swap:alpha=1:window=128	necessity_change	-0.01124626812007692	-0.018653202505299338	-0.004348720999917501	108
23	dependency_swap:alpha=1:window=128	necessity_logp	-0.6345768424647825	-0.6699177449086198	-0.5978634958534881	108
23	dependency_swap:alpha=1:window=128	paired_logp_gap	0.04172457133730253	0.030944264142049684	0.053993639429272315	108
23	dependency_swap:alpha=1:window=128	random_gain	-0.0027051718422660123	-0.00644227297010797	0.00025123611989396575	108
23	dependency_swap:alpha=1:window=128	rescue_gain	0.009272960049134714	0.0023308978140078214	0.016565532495992043	108
23	dependency_swap:alpha=1:window=128	rescue_logp	-0.6557821856328735	-0.6940769606062935	-0.6164129308838812	108
23	dependency_swap:alpha=1:window=128	residual_norm	10.682162391918677	9.200704357579902	12.584800208911847	108
23	dependency_swap:alpha=1:window=16	control_logp	-0.6650551456820082	-0.7042229061290898	-0.6244524078754087	108
23	dependency_swap:alpha=1:window=16	correct_logp	-0.6233305743447056	-0.65824022502121	-0.5866837492868029	108
23	dependency_swap:alpha=1:window=16	necessity_change	0.004120503862698873	0.002529485785850772	0.005650718410119966	108
23	dependency_swap:alpha=1:window=16	necessity_logp	-0.6192100704820068	-0.6548356760155271	-0.5831179714278766	108
