id,euclidean_correct_correct_mean,euclidean_correct_wrong_mean,euclidean_correct_shuffled_mean,euclidean_wrong_auc,euclidean_shuffled_auc,phf_cosine_correct_correct_mean,phf_cosine_correct_wrong_mean,phf_cosine_correct_shuffled_mean,phf_cosine_wrong_auc,phf_cosine_shuffled_auc,sinkhorn_correct_correct_mean,sinkhorn_correct_wrong_mean,sinkhorn_correct_shuffled_mean,sinkhorn_wrong_auc,sinkhorn_shuffled_auc,fgw_correct_correct_mean,fgw_correct_wrong_mean,fgw_correct_shuffled_mean,fgw_wrong_auc,fgw_shuffled_auc,uot_objective_correct_correct_mean,uot_objective_correct_wrong_mean,uot_objective_correct_shuffled_mean,uot_objective_wrong_auc,uot_objective_shuffled_auc,uot_transport_cost_raw_correct_correct_mean,uot_transport_cost_raw_correct_wrong_mean,uot_transport_cost_raw_correct_shuffled_mean,uot_transport_cost_raw_wrong_auc,uot_transport_cost_raw_shuffled_auc,uot_transport_cost_normalized_correct_correct_mean,uot_transport_cost_normalized_correct_wrong_mean,uot_transport_cost_normalized_correct_shuffled_mean,uot_transport_cost_normalized_wrong_auc,uot_transport_cost_normalized_shuffled_auc,uot_mass_correct_correct_mean,uot_mass_correct_wrong_mean,uot_mass_correct_shuffled_mean,uot_mass_wrong_auc,uot_mass_shuffled_auc
0,1.3962084650993347,1.4061771929264069,1.396066278219223,0.625,0.5416666666666666,0.9990379313627878,1.0054302364587784,0.9999611377716064,0.5416666666666666,0.5,0.6041326522827148,0.6458009630441666,0.5778868570923805,0.6666666666666666,0.5,0.36452799538771313,0.3864208161830902,0.35240916162729263,0.7083333333333334,0.5,0.5305008490880331,0.5474859774112701,0.5161221027374268,0.6666666666666666,0.4166666666666667,0.3997703989346822,0.4129134342074394,0.38546575605869293,0.5833333333333334,0.4583333333333333,0.5448500365018845,0.5795982480049133,0.5138141438364983,0.5833333333333334,0.4166666666666667,0.7386394639809927,0.7145002335309982,0.7590764164924622,0.6666666666666666,0.4166666666666667
1,1.3625675638516743,1.4061651825904846,1.4098178148269653,0.7916666666666666,0.875,0.9647932847340902,1.0032096803188324,1.0093984305858612,0.7916666666666666,0.9583333333333334,0.6350678503513336,0.7370455861091614,0.6222633272409439,0.9583333333333334,0.375,0.3749031772216161,0.434722401201725,0.37326639890670776,0.9166666666666666,0.5,0.543923482298851,0.5879554748535156,0.5412111654877663,0.875,0.5,0.4020323008298874,0.44712185114622116,0.4027923122048378,0.875,0.5833333333333334,0.562358558177948,0.6829005926847458,0.5602514147758484,0.875,0.5,0.7195703486601511,0.6570160388946533,0.7234320640563965,0.875,0.5
2,1.4047891696294148,1.398471176624298,1.3998158872127533,0.5,0.375,1.002738396326701,0.9962980449199677,0.997870922088623,0.5,0.3333333333333333,0.6788112123807272,0.7035531997680664,0.6605952084064484,0.6666666666666666,0.16666666666666666,0.4013080696264903,0.4215776026248932,0.39192114025354385,0.7083333333333334,0.25,0.5632551709810892,0.5720571577548981,0.5595652312040329,0.5,0.25,0.41823074221611023,0.4333653673529625,0.4208599105477333,0.5833333333333334,0.375,0.6079923808574677,0.6380800604820251,0.6038958132266998,0.5833333333333334,0.3333333333333333,0.6921106576919556,0.6796065419912338,0.6973564624786377,0.5,0.25
3,1.4060237805048625,1.3924426436424255,1.39096799492836,0.3333333333333333,0.2916666666666667,1.0146648387114208,0.9861910194158554,0.9890714138746262,0.25,0.20833333333333334,0.6364503701527914,0.6683918088674545,0.6057816296815872,0.6666666666666666,0.375,0.38635674118995667,0.39794838428497314,0.37585049122571945,0.5416666666666666,0.4166666666666667,0.5406488577524821,0.5596996545791626,0.5249602720141411,0.8333333333333334,0.20833333333333334,0.3948939989010493,0.4269435480237007,0.38755104690790176,0.875,0.375,0.5476133078336716,0.6132405549287796,0.5215490907430649,0.875,0.2916666666666667,0.7242209215958914,0.6971608102321625,0.7465195059776306,0.8333333333333334,0.20833333333333334
4,1.3519495725631714,1.389932543039322,1.4091105461120605,0.3333333333333333,0.75,0.9600597818692526,0.9829292744398117,1.0093457996845245,0.3333333333333333,0.7083333333333334,0.6508034865061442,0.6309581249952316,0.6225941926240921,0.4583333333333333,0.3333333333333333,0.3877520014842351,0.3741139769554138,0.36905068904161453,0.4583333333333333,0.3333333333333333,0.5525306363900503,0.5472640097141266,0.5426157265901566,0.4583333333333333,0.375,0.41177477439244586,0.4129757136106491,0.39951808750629425,0.4583333333333333,0.375,0.5871865053971609,0.5796263962984085,0.5572665557265282,0.4583333333333333,0.375,0.7073496083418528,0.714835524559021,0.7214295864105225,0.4583333333333333,0.375
5,1.4124372800191243,1.398387849330902,1.4064505100250244,0.4166666666666667,0.4166666666666667,1.0200887223084767,0.9973742216825485,1.0070081949234009,0.4166666666666667,0.375,0.6267986198266348,0.6527949720621109,0.6152847111225128,0.625,0.4583333333333333,0.37929237882296246,0.3890356123447418,0.369174100458622,0.5416666666666666,0.3333333333333333,0.5377862950166067,0.5487539172172546,0.5334226340055466,0.625,0.4583333333333333,0.39757921795050305,0.412862129509449,0.39325106889009476,0.7083333333333334,0.4583333333333333,0.5487814644972483,0.5829803496599197,0.538194864988327,0.625,0.4583333333333333,0.7282924950122833,0.7126983106136322,0.7344807088375092,0.625,0.4583333333333333
6,1.3880229393641155,1.404177337884903,1.3980995416641235,0.75,0.5,0.9929981927076975,1.0045357942581177,1.000584915280342,0.6666666666666666,0.5,0.6223258773485819,0.6300055235624313,0.5623534545302391,0.5,0.16666666666666666,0.3699648280938466,0.375401571393013,0.33646420389413834,0.5416666666666666,0.25,0.5375171105066935,0.5434894859790802,0.5113309770822525,0.5416666666666666,0.20833333333333334,0.39444143573443097,0.4125569015741348,0.36721427738666534,0.6666666666666666,0.20833333333333334,0.5447786649068197,0.5748390406370163,0.4825405329465866,0.5833333333333334,0.20833333333333334,0.728680411974589,0.7202034592628479,0.765871986746788,0.5416666666666666,0.20833333333333334
7,1.3990084727605183,1.407996028661728,1.4073468446731567,0.7083333333333334,0.625,0.9988608558972677,1.008868783712387,1.012651726603508,0.6666666666666666,0.5833333333333334,0.6251885096232096,0.6832741051912308,0.6090682148933411,0.625,0.4583333333333333,0.3739882707595825,0.40671568363904953,0.3650718182325363,0.625,0.4583333333333333,0.5392609586318334,0.5631467998027802,0.5366263091564178,0.6666666666666666,0.4583333333333333,0.3993532508611679,0.43125925958156586,0.39924652874469757,0.6666666666666666,0.4583333333333333,0.5563997874657313,0.6256277114152908,0.5519361272454262,0.6666666666666666,0.4583333333333333,0.7261904974778494,0.6922527104616165,0.7299411296844482,0.6666666666666666,0.4583333333333333
8,1.3875113526980083,1.3980956673622131,1.4009062051773071,0.5416666666666666,0.5833333333333334,0.9868587255477905,0.9932905286550522,0.9999184906482697,0.5416666666666666,0.625,0.69169549147288,0.6830404102802277,0.6478003263473511,0.5416666666666666,0.16666666666666666,0.411751851439476,0.40474388003349304,0.3930314928293228,0.5,0.16666666666666666,0.567895362774531,0.5637152642011642,0.5457873344421387,0.5833333333333334,0.125,0.42999691267808277,0.4297723174095154,0.40805716812610626,0.5416666666666666,0.16666666666666666,0.6279112497965494,0.6237057447433472,0.5717139467597008,0.5416666666666666,0.125,0.6855071187019348,0.6914571821689606,0.7169225364923477,0.5833333333333334,0.125
9,1.3943166136741638,1.4017740786075592,1.394700050354004,0.7083333333333334,0.5416666666666666,0.9929690857728323,0.996192529797554,0.9933998733758926,0.625,0.5416666666666666,0.6658910314242045,0.7152925729751587,0.6445197463035583,0.7916666666666666,0.4166666666666667,0.39751821756362915,0.42002247273921967,0.3899664729833603,0.7916666666666666,0.5416666666666666,0.5565954347451528,0.5782284587621689,0.5434999465942383,0.8333333333333334,0.4166666666666667,0.4146336416403453,0.4443567842245102,0.4043050557374954,0.8333333333333334,0.5,0.5925686856110891,0.6639318019151688,0.5642152726650238,0.8333333333333334,0.4583333333333333,0.7015644907951355,0.6708354651927948,0.7201779931783676,0.8333333333333334,0.4166666666666667
